TTree  Jul 18 20:37 2018 Events            ""
      patPackedCandidates_packedPFCandidates__DQM.obj.packedDEta_                  "packedDEta_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                  504469366
      patPackedCandidates_packedPFCandidates__DQM.obj.packedDTrkPt_                "packedDTrkPt_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                504478312
      patPackedCandidates_packedPFCandidates__DQM.obj.packedCovariance_.dxydxy     "dxydxy[patPackedCandidates_packedPFCandidates__DQM.obj_]"                       504526913
      patPackedCandidates_packedPFCandidates__DQM.obj.packedCovariance_.dxydz      "dxydz[patPackedCandidates_packedPFCandidates__DQM.obj_]"                        504522570
      patPackedCandidates_packedPFCandidates__DQM.obj.packedCovariance_.dzdz       "dzdz[patPackedCandidates_packedPFCandidates__DQM.obj_]"                         504518080
      patPackedCandidates_packedPFCandidates__DQM.obj.packedCovariance_.dlambdadz  "dlambdadz[patPackedCandidates_packedPFCandidates__DQM.obj_]"                    504540094
      patPackedCandidates_packedPFCandidates__DQM.obj.packedCovariance_.dphidxy    "dphidxy[patPackedCandidates_packedPFCandidates__DQM.obj_]"                      504531256
      patPackedCandidates_packedPFCandidates__DQM.obj.packedCovariance_.dptdpt     "dptdpt[patPackedCandidates_packedPFCandidates__DQM.obj_]"                       504526913
      patPackedCandidates_packedPFCandidates__DQM.obj.packedCovariance_.detadeta   "detadeta[patPackedCandidates_packedPFCandidates__DQM.obj_]"                     504535599
      patPackedCandidates_packedPFCandidates__DQM.obj.packedCovariance_.dphidphi   "dphidphi[patPackedCandidates_packedPFCandidates__DQM.obj_]"                     504535599
      patPackedCandidates_packedPFCandidates__DQM.obj.packedPuppiweight_           "packedPuppiweight_[patPackedCandidates_packedPFCandidates__DQM.obj_]"           252628726
      patPackedCandidates_packedPFCandidates__DQM.obj.packedPuppiweightNoLepDiff_  "packedPuppiweightNoLepDiff_[patPackedCandidates_packedPFCandidates__DQM.obj_]"  252648749
      patPackedCandidates_packedPFCandidates__DQM.obj.rawCaloFraction_             "rawCaloFraction_[patPackedCandidates_packedPFCandidates__DQM.obj_]"             252624344
      patPackedCandidates_packedPFCandidates__DQM.obj.hcalFraction_                "hcalFraction_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                252617771
      patPackedCandidates_packedPFCandidates__DQM.obj.packedTime_                  "packedTime_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                  504469366
      patPackedCandidates_packedPFCandidates__DQM.obj.packedTimeError_             "packedTimeError_[patPackedCandidates_packedPFCandidates__DQM.obj_]"             252624344
      patPackedCandidates_packedPFCandidates__DQM.obj.isIsolatedChargedHadron_     "isIsolatedChargedHadron_[patPackedCandidates_packedPFCandidates__DQM.obj_]"     252642170
      patPackedCandidates_packedPFCandidates__DQM.obj.pdgId_                       "pdgId_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                       1008226499
      patPackedCandidates_packedPFCandidates__DQM.obj.qualityFlags_                "qualityFlags_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                504478312
      patPackedCandidates_packedPFCandidates__DQM.obj.pvRefProd_.product_          "product_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                     1512376866
      patPackedCandidates_packedPFCandidates__DQM.obj.pvRefKey_                    "pvRefKey_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                    1008254658
      patPackedCandidates_packedPFCandidates__DQM.obj.packedHits_                  "packedHits_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                  252613389
      patPackedCandidates_packedPFCandidates__DQM.obj.packedLayers_                "packedLayers_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                252617771
      patPackedCandidates_packedPFCandidates__DQM.obj.normalizedChi2_              "normalizedChi2_[patPackedCandidates_packedPFCandidates__DQM.obj_]"              252622153
      patPackedCandidates_packedPFCandidates__DQM.obj.covarianceVersion_           "covarianceVersion_[patPackedCandidates_packedPFCandidates__DQM.obj_]"           504500283
      patPackedCandidates_packedPFCandidates__DQM.obj.covarianceSchema_            "covarianceSchema_[patPackedCandidates_packedPFCandidates__DQM.obj_]"            504495944
      patPackedCandidates_packedPFCandidates__DQM.obj.firstHit_                    "firstHit_[patPackedCandidates_packedPFCandidates__DQM.obj_]"                    504460696
  patPackedCandidates_packedPFCandidatesDiscarded__DQM.               "patPackedCandidates_packedPFCandidatesDiscarded__DQM."               0
    patPackedCandidates_packedPFCandidatesDiscarded__DQM.present  "patPackedCandidates_packedPFCandidatesDiscarded__DQM.present"  216264
    patPackedCandidates_packedPFCandidatesDiscarded__DQM.obj      "patPackedCandidates_packedPFCandidatesDiscarded__DQM.obj"      13639405
  patPackedCandidates_lostTracks_eleTracks_DQM.                       "patPackedCandidates_lostTracks_eleTracks_DQM."                       0
    patPackedCandidates_lostTracks_eleTracks_DQM.present  "patPackedCandidates_lostTracks_eleTracks_DQM.present"  214496
    patPackedCandidates_lostTracks_eleTracks_DQM.obj      "patPackedCandidates_lostTracks_eleTracks_DQM.obj"      7546116
  patPhotons_slimmedOOTPhotons__DQM.                                  "patPhotons_slimmedOOTPhotons__DQM."                                  0
    patPhotons_slimmedOOTPhotons__DQM.present  "patPhotons_slimmedOOTPhotons__DQM.present"  212065
    patPhotons_slimmedOOTPhotons__DQM.obj      "patPhotons_slimmedOOTPhotons__DQM.obj"      4467938
  patPhotons_slimmedPhotons__DQM.                                     "patPhotons_slimmedPhotons__DQM."                                     0
    patPhotons_slimmedPhotons__DQM.present  "patPhotons_slimmedPhotons__DQM.present"  211402
    patPhotons_slimmedPhotons__DQM.obj      "patPhotons_slimmedPhotons__DQM.obj"      193360005
  patTaus_slimmedTaus__DQM.                                           "patTaus_slimmedTaus__DQM."                                           0
    patTaus_slimmedTaus__DQM.present  "patTaus_slimmedTaus__DQM.present"  210076
    patTaus_slimmedTaus__DQM.obj      "patTaus_slimmedTaus__DQM.obj"      1028541086
  patTaus_slimmedTausBoosted__DQM.                                    "patTaus_slimmedTausBoosted__DQM."                                    0
    patTaus_slimmedTausBoosted__DQM.present  "patTaus_slimmedTausBoosted__DQM.present"  211623
    patTaus_slimmedTausBoosted__DQM.obj      "patTaus_slimmedTausBoosted__DQM.obj"      272636312
  patTriggerObjectStandAlones_slimmedPatTrigger__DQM.                 "patTriggerObjectStandAlones_slimmedPatTrigger__DQM."                 0
    patTriggerObjectStandAlones_slimmedPatTrigger__DQM.present  "patTriggerObjectStandAlones_slimmedPatTrigger__DQM.present"  215822
    patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj      "patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_"     1530991
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.vertex_.fCoordinates.fX     "fX[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                       24578807
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.vertex_.fCoordinates.fY     "fY[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                       24578807
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.vertex_.fCoordinates.fZ     "fZ[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                       24578807
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.p4Polar_.fCoordinates.fPt   "fPt[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                      24579609
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.p4Polar_.fCoordinates.fEta  "fEta[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                     24580010
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.p4Polar_.fCoordinates.fPhi  "fPhi[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                     24580010
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.p4Polar_.fCoordinates.fM    "fM[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                       24579208
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.qx3_                        "qx3_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                     24571188
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.pdgId_                      "pdgId_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                   24571990
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.m_state.status_                     "status_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                  24572391
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.collection_                         "collection_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"              164166571
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.triggerObjectTypes_                 "triggerObjectTypes_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"      50480418
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.refToOrig_.holder_                  "holder_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                  24573594
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.filterLabels_                       "filterLabels_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"            25699424
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.filterLabelIndices_                 "filterLabelIndices_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"      88544593
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.pathNames_                          "pathNames_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"               25698194
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.pathIndices_                        "pathIndices_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"             181601110
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.pathLastFilterAccepted_             "pathLastFilterAccepted_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"  103660137
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.pathL3FilterAccepted_               "pathL3FilterAccepted_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"    103658135
      patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj.psetId_.hash_                       "hash_[patTriggerObjectStandAlones_slimmedPatTrigger__DQM.obj_]"                    103012417
  recoCaloClusters_reducedEgamma_reducedEBEEClusters_DQM.             "recoCaloClusters_reducedEgamma_reducedEBEEClusters_DQM."             0
    recoCaloClusters_reducedEgamma_reducedEBEEClusters_DQM.present  "recoCaloClusters_reducedEgamma_reducedEBEEClusters_DQM.present"  216706
    recoCaloClusters_reducedEgamma_reducedEBEEClusters_DQM.obj      "recoCaloClusters_reducedEgamma_reducedEBEEClusters_DQM.obj"      65001601
  recoCaloClusters_reducedEgamma_reducedESClusters_DQM.               "recoCaloClusters_reducedEgamma_reducedESClusters_DQM."               0
    recoCaloClusters_reducedEgamma_reducedESClusters_DQM.present  "recoCaloClusters_reducedEgamma_reducedESClusters_DQM.present"  216264
    recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj      "recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_"     1531433
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.energy_                      "energy_[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"                      4323878
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.correctedEnergy_             "correctedEnergy_[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"             4326128
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.correctedEnergyUncertainty_  "correctedEnergyUncertainty_[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"  2556854
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.position_.fCoordinates.fX    "fX[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"                           4328537
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.position_.fCoordinates.fY    "fY[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"                           4328537
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.position_.fCoordinates.fZ    "fZ[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"                           4328537
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.caloID_.detectors_           "detectors_[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"                   2554784
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.hitsAndFractions_            "hitsAndFractions_[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"            21429297
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.algoID_                      "algoID_[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"                      2552254
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.seedId_.id_                  "id_[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"                          2553174
      recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj.flags_                       "flags_[recoCaloClusters_reducedEgamma_reducedESClusters_DQM.obj_]"                       2552024
  recoCaloClusters_reducedEgamma_reducedOOTEBEEClusters_DQM.          "recoCaloClusters_reducedEgamma_reducedOOTEBEEClusters_DQM."          0
    recoCaloClusters_reducedEgamma_reducedOOTEBEEClusters_DQM.present  "recoCaloClusters_reducedEgamma_reducedOOTEBEEClusters_DQM.present"  217369
    recoCaloClusters_reducedEgamma_reducedOOTEBEEClusters_DQM.obj      "recoCaloClusters_reducedEgamma_reducedOOTEBEEClusters_DQM.obj"      3504234
  recoCaloClusters_reducedEgamma_reducedOOTESClusters_DQM.            "recoCaloClusters_reducedEgamma_reducedOOTESClusters_DQM."            0
    recoCaloClusters_reducedEgamma_reducedOOTESClusters_DQM.present  "recoCaloClusters_reducedEgamma_reducedOOTESClusters_DQM.present"  216927
    recoCaloClusters_reducedEgamma_reducedOOTESClusters_DQM.obj      "recoCaloClusters_reducedEgamma_reducedOOTESClusters_DQM.obj"      3037536
  recoCaloJets_slimmedCaloJets__DQM.                                  "recoCaloJets_slimmedCaloJets__DQM."                                  0
    recoCaloJets_slimmedCaloJets__DQM.present  "recoCaloJets_slimmedCaloJets__DQM.present"  212065
    recoCaloJets_slimmedCaloJets__DQM.obj      "recoCaloJets_slimmedCaloJets__DQM.obj"      44473928
  recoConversions_reducedEgamma_reducedConversions_DQM.               "recoConversions_reducedEgamma_reducedConversions_DQM."               0
    recoConversions_reducedEgamma_reducedConversions_DQM.present  "recoConversions_reducedEgamma_reducedConversions_DQM.present"  216264
    recoConversions_reducedEgamma_reducedConversions_DQM.obj      "recoConversions_reducedEgamma_reducedConversions_DQM.obj"      46258735
  recoConversions_reducedEgamma_reducedSingleLegConversions_DQM.      "recoConversions_reducedEgamma_reducedSingleLegConversions_DQM."      0
    recoConversions_reducedEgamma_reducedSingleLegConversions_DQM.present  "recoConversions_reducedEgamma_reducedSingleLegConversions_DQM.present"  218253
    recoConversions_reducedEgamma_reducedSingleLegConversions_DQM.obj      "recoConversions_reducedEgamma_reducedSingleLegConversions_DQM.obj"      5483617
  recoDeDxHitInfos_isolatedTracks__DQM.                               "recoDeDxHitInfos_isolatedTracks__DQM."                               0
    recoDeDxHitInfos_isolatedTracks__DQM.present  "recoDeDxHitInfos_isolatedTracks__DQM.present"  212728
    recoDeDxHitInfos_isolatedTracks__DQM.obj      "recoDeDxHitInfos_isolatedTracks__DQM.obj"      35557616
  recoGsfElectronCores_reducedEgamma_reducedGedGsfElectronCores_DQM.  "recoGsfElectronCores_reducedEgamma_reducedGedGsfElectronCores_DQM."  0
    recoGsfElectronCores_reducedEgamma_reducedGedGsfElectronCores_DQM.present  "recoGsfElectronCores_reducedEgamma_reducedGedGsfElectronCores_DQM.present"  219137
    recoGsfElectronCores_reducedEgamma_reducedGedGsfElectronCores_DQM.obj      "recoGsfElectronCores_reducedEgamma_reducedGedGsfElectronCores_DQM.obj"      16400424
  recoGsfTracks_reducedEgamma_reducedGsfTracks_DQM.                   "recoGsfTracks_reducedEgamma_reducedGsfTracks_DQM."                   0
    recoGsfTracks_reducedEgamma_reducedGsfTracks_DQM.present  "recoGsfTracks_reducedEgamma_reducedGsfTracks_DQM.present"  215380
    recoGsfTracks_reducedEgamma_reducedGsfTracks_DQM.obj      "recoGsfTracks_reducedEgamma_reducedGsfTracks_DQM.obj"      50024052
  recoPhotonCores_reducedEgamma_reducedGedPhotonCores_DQM.            "recoPhotonCores_reducedEgamma_reducedGedPhotonCores_DQM."            0
    recoPhotonCores_reducedEgamma_reducedGedPhotonCores_DQM.present  "recoPhotonCores_reducedEgamma_reducedGedPhotonCores_DQM.present"  216927
    recoPhotonCores_reducedEgamma_reducedGedPhotonCores_DQM.obj      "recoPhotonCores_reducedEgamma_reducedGedPhotonCores_DQM.obj"      9997356
  recoPhotonCores_reducedEgamma_reducedOOTPhotonCores_DQM.            "recoPhotonCores_reducedEgamma_reducedOOTPhotonCores_DQM."            0
    recoPhotonCores_reducedEgamma_reducedOOTPhotonCores_DQM.present  "recoPhotonCores_reducedEgamma_reducedOOTPhotonCores_DQM.present"  216927
    recoPhotonCores_reducedEgamma_reducedOOTPhotonCores_DQM.obj      "recoPhotonCores_reducedEgamma_reducedOOTPhotonCores_DQM.obj"      3182104
  recoSuperClusters_reducedEgamma_reducedOOTSuperClusters_DQM.        "recoSuperClusters_reducedEgamma_reducedOOTSuperClusters_DQM."        0
    recoSuperClusters_reducedEgamma_reducedOOTSuperClusters_DQM.present  "recoSuperClusters_reducedEgamma_reducedOOTSuperClusters_DQM.present"  217811
    recoSuperClusters_reducedEgamma_reducedOOTSuperClusters_DQM.obj      "recoSuperClusters_reducedEgamma_reducedOOTSuperClusters_DQM.obj"      3404958
  recoSuperClusters_reducedEgamma_reducedSuperClusters_DQM.           "recoSuperClusters_reducedEgamma_reducedSuperClusters_DQM."           0
    recoSuperClusters_reducedEgamma_reducedSuperClusters_DQM.present  "recoSuperClusters_reducedEgamma_reducedSuperClusters_DQM.present"  217148
    recoSuperClusters_reducedEgamma_reducedSuperClusters_DQM.obj      "recoSuperClusters_reducedEgamma_reducedSuperClusters_DQM.obj"      68958191
  recoVertexs_offlineSlimmedPrimaryVertices__DQM.                     "recoVertexs_offlineSlimmedPrimaryVertices__DQM."                     0
    recoVertexs_offlineSlimmedPrimaryVertices__DQM.present  "recoVertexs_offlineSlimmedPrimaryVertices__DQM.present"  214938
    recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj      "recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_"     1530107
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.chi2_                      "chi2_[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"            12992581
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.ndof_                      "ndof_[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"            12992581
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.position_.fCoordinates.fX  "fX[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"               25212397
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.position_.fCoordinates.fY  "fY[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"               25212397
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.position_.fCoordinates.fZ  "fZ[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"               25212397
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.covariance_[10]            "covariance_[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"      122913188
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.tracks_                    "tracks_[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"          14497145
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.refittedTracks_            "refittedTracks_[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"  14499793
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.weights_                   "weights_[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"         14121286
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.validity_                  "validity_[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"        3834983
      recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj.time_                      "time_[recoVertexs_offlineSlimmedPrimaryVertices__DQM.obj_]"            25204084
  recoVertexCompositePtrCandidates_slimmedKshortVertices__DQM.        "recoVertexCompositePtrCandidates_slimmedKshortVertices__DQM."        0
    recoVertexCompositePtrCandidates_slimmedKshortVertices__DQM.present  "recoVertexCompositePtrCandidates_slimmedKshortVertices__DQM.present"  217811
    recoVertexCompositePtrCandidates_slimmedKshortVertices__DQM.obj      "recoVertexCompositePtrCandidates_slimmedKshortVertices__DQM.obj"      20401568
  recoVertexCompositePtrCandidates_slimmedLambdaVertices__DQM.        "recoVertexCompositePtrCandidates_slimmedLambdaVertices__DQM."        0
    recoVertexCompositePtrCandidates_slimmedLambdaVertices__DQM.present  "recoVertexCompositePtrCandidates_slimmedLambdaVertices__DQM.present"  217811
    recoVertexCompositePtrCandidates_slimmedLambdaVertices__DQM.obj      "recoVertexCompositePtrCandidates_slimmedLambdaVertices__DQM.obj"      7253220
  recoVertexCompositePtrCandidates_slimmedSecondaryVertices__DQM.     "recoVertexCompositePtrCandidates_slimmedSecondaryVertices__DQM."     0
    recoVertexCompositePtrCandidates_slimmedSecondaryVertices__DQM.present  "recoVertexCompositePtrCandidates_slimmedSecondaryVertices__DQM.present"  218474
    recoVertexCompositePtrCandidates_slimmedSecondaryVertices__DQM.obj      "recoVertexCompositePtrCandidates_slimmedSecondaryVertices__DQM.obj"      28289704
  Strings_slimmedPatTrigger_filterLabels_DQM.                         "Strings_slimmedPatTrigger_filterLabels_DQM."                         0
    Strings_slimmedPatTrigger_filterLabels_DQM.present  "Strings_slimmedPatTrigger_filterLabels_DQM.present"  214054
    Strings_slimmedPatTrigger_filterLabels_DQM.obj      "Strings_slimmedPatTrigger_filterLabels_DQM.obj"      2655753
  uint_bunchSpacingProducer__DQM.                                     "uint_bunchSpacingProducer__DQM."                                     0
    uint_bunchSpacingProducer__DQM.present  "uint_bunchSpacingProducer__DQM.present"  211402
    uint_bunchSpacingProducer__DQM.obj      "uint_bunchSpacingProducer__DQM.obj"      773783
TTree  Jul 18 20:37 2018 LuminosityBlocks  ""
  LuminosityBlockAuxiliary  "LuminosityBlockAuxiliary"  11346
TTree  Jul 18 20:37 2018 MetaData          ""
  FileFormatVersion          "FileFormatVersion"          104
  FileIdentifier             "FileIdentifier"             140
  IndexIntoFile              "IndexIntoFile"              4007
  ProcessHistory             "ProcessHistory"             1277
  ProductRegistry            "ProductRegistry"            20098
  BranchIDLists              "BranchIDLists"              59390
  ThinnedAssociationsHelper  "ThinnedAssociationsHelper"  124
  ProductDependencies        "ProductDependencies"        193964
TTree  Jul 18 20:37 2018 ParameterSets     ""
  IdToParameterSetsBlobs  "IdToParameterSetsBlobs"  32448050
TTree  Jul 18 20:37 2018 Parentage         ""
  Description  "Description"  0
TTree  Jul 18 20:37 2018 Runs              ""
  RunAuxiliary  "RunAuxiliary"  1896
